course_code,course_name
MICB 830,ENVIRONMENTAL MICROBIOLOGY
MICB 831,APPLIED MICROBIOLOGY
MICB 832,MICROBIAL PHYSIOLOGY
MICB 833,PATHOGENIC MICROORGANISMS
MICB 834,SOIL MICROBIOLOGY
MICB 835,MICB 835/GENE 841: BIOCHEMICAL AND MOLECULAR GENETICS
MICB 860,MICB 860/804: BIOTECHNOLOGY AND BIOINFORMATICS
MICB 864,PLANT CELL AND TISSUE CULTURE
MICB 921,MOLECULAR BIOLOGY AND GENETICS
MIHM 841,MIHM 841/MATH 800: STATISTICS IN HOSPITABILITY AND TOURISM/BIOMETRY
MIHM 873,CORPORATE SOCIAL RESPONSIBILITY
MIHM 882,HOSPITALITY ASSETS MANGEMENT
MIHM 891,HOTEL INFORMATION SYSTEMS MANAGEMENT
MJAC 800,APPLIED COMMUNICATION RESEARCH
MJAC 801,COMMUNICATION THEORIES
MJAC 802,MEDIA LAW
MJAC 803,EXPLORING MASS MEDIA
MJAC 804,COMMUNICATION ETHICS
MJAC 811,PHOTOJOURNALISM
MJAC 812,MEDIA HOUSE MANAGEMENT
MJAC 813,ADVANCED EDITING AND PUBLISHING
MJAC 814,"NEWS GATHERING, WRITING AND INVESTIGATIVE REPORTING"
MJAC 815,BUSINESS AND ECONOMIC JOURNALISM
MJAC 816,RADIO AND TV WRITING (45/15 C.F 3.0)
MJAC 817,PEACE COMMUNICATION
MJAC 818,ONLINE JOURNALISM
MJAC 819,RADIO AND TV PRODUCTION
MJAC 820,MEDIATIZED CONFLICTS
MJAC 821,COMMUNICATION AND HUMAN RIGHTS
MJAC 822,ENVIRONMENTAL COMMUNICATION
MJAC 823,POLITICAL COMMUNICATION
MJAC 825,HEALTH COMMUNICATION
MJAC 830,CORPORATE COMMUNICATION AND PUBLIC RELATIONS MANAGEMENT
MJAC 831,ADVERTISING
MJAC 832,PUBLIC RELATIONS RESEARCH
MJAC 833,COMMUNICATION AND ADVOCACY
MPHY 811,RADIATION PHYSICS STREAMS: MSC PHYSICS
MPHY 812,RADIATION DETECTORS AND INSTRUMENTATION
MPHY 817,RADIOLOGY (NON-IONISING RADIATION) STREAMS: MSC MPHY
MPHY 821,RADIOLOGICAL ANATOMY AND PHYSIOLOGY STREAMS: MSC PHYSICS
MPHY 841,COMPUTATIONAL SKILLS IN MEDICAL PHYSICS STREAMS: MSc MEDICAL PHYSICS
MPLM 811,SUPPLY CHAIN MANAGEMENT
MPLM 812,PUBLIC PROCUREMENT
MPLM 813,UNIT NAME VALUE CHAIN MANAGEMENT
MPLM 814,PROCUREMENT LAW
MPLM 815,PROCUREMENT MANAGEMENT
MPLM 816,SUSTAINABLE PROCUREMENT MANAGEMENT
MPLM 817,STRATEGIC INVENTORY MANAGEMENT
MPLM 818,INTERNATIONAL PROCUREMENT AND LOGISTICS MANAGEMENT
MPLM 821,PRODUCTION AND OPERATIONS MANAGEMENT
MPLM 831,PROCUREMENT ACCOUNTING
MPLM 851,ECONOMICS OF TRANSPORT AND INFRASTRUCTURE
MSCF 814,BEHAVIOURAL FINANCE
MSCF 815,SECURITIES AND INVESTMENTS MANAGEMENT
MSCF 816,REAL ESTATE FINANCE AND INVESTMENTANALYSIS
MSCF 817,MBAD /MSCF 817 835: INTERNATIONAL FINANCE
MSCF 821,WORKING CAPITAL MANAGEMENT
MSCF 822,FINANCIAL MODELING
MSCF 841,ADVANCED MICROECONOMICS THEORY
MSCF 842,ADVANCED MACROECONOMIC THEORY & PRACTICE
MSCF 843,FINANCIAL ECONOMETRICS
MSCF 861,GENERAL INSURANCE AND RISK ANALYSIS
MSEC 801,HISTORY OF ECONOMIC THOUGHT
MSEC 802,ADVANCED MICROECONOMICS
MSEC 803,RESEARCH METHODS IN ECONOMICS
MSEC 804,PROJECT PLANNING AND EVALUATION
MSEC 811,ADVANCED MICROECONOMICS THEORY I
MSEC 812,ADVACNED MICROECONOMIC THEORY II
MSEC 821,ADVANCED MACRO ECONOMICS THEORY I
MSEC 822,ADVANCED MACRO ECONOMICS II
MSEC 831,MATHEMATICAL METHODS FOR ECONOMISTS
MSEC 832,MATHEMATICAL METHODS FOR ECONOMISTS
MSEC 833,INVESTMENT FINANCE
MSEC 841,LABOUR ECONOMICS
MSEC 842,AGRICULTURAL ECONOMICS
MSEC 844,INTERNATIONAL ECONOMICS
MSEC 851,ECONOMICS OF PUBLIC POLICY
MSEC 852,PUBLIC SECTOR ECONOMICS
MSEC 853,MONETARY THEORY AND PRACTICE
MSIS 801,CONCEPTS AND THEORIES OF INFORMATION SOURCES
MSIS 802,LEGAL ASPECTS OF INFORMATION
MSIS 803,KNOWLEDGE MANAGEMENT
MSIS 804,"INFORMATION ORGANIZATION, STORAGE AND RETRIEVAL"
MSIS 805,MANAGEMENT OF INFORMATION CENTRES
MSIS 806,COLLECTION DEVELOPMENT AND MANAGEMENT OF INFORMATION CENTERS
MSIS 811,DIGITAL LIBRARIES AND INFORMATION SYSTEMS
MSIS 812,INFORMATION CONSULTANCY IN LIBRARIES
MSIS 813,CLIENT CENTRED AND INFORMATION SERVICES
MSIS 841,INFORMATION ARCHITECTURE
MSOM 811,PRODUCTION AND OPERATIONS MANAGEMENT
MSOM 814,PROJECT MANAGEMENT
MSOM 815,TOTAL QUALITY MANAGEMENT
MSOM 821,QUANTITATIVE METHODS
MSOM 822,OPERATIONS RESEARCH
MSOM 825,BUSINESS FORECASTING
MTOM 811,SUSTAINABLE TOURISM
MTOM 821,COASTAL AND MARINE ECOTOURISM
MTOM 831,ELECTRONIC TOURISM
MTOM 833,DESTINATION MANAGEMENT
MTOM 834,TOURISM SERVICES MARKETING
MTOM 836,FOREST AND MOUNTAIN TOURISM
MTOM 841,FINANCIAL MANAGEMENT IN TOURISM
MTOM 851,TOURISM PLANNING AND POLICY
NARE 0011,NARE 00112: PRINCIPLES OF RANGE MANAGEMENT
NARE 0112,PRINCIPLES OF RANGE MANAGEMENT STREAM: DIP. ANHE (Y1S2)
NARE 101,INTRODUCTION TO NATURAL RESOURCES
NARE 110,INVERTEBRATE BIOLOGY
NARE 111,INVERTEBRATES AND NATURAL RESOURCES STREAMS: BSC (NARE) Y1S2
NARE 200,NATURAL RESOURCES ECOLOGY
NARE 211,PRINCIPLES OF RANGE MANAGEMENT
NARE 212,PRINCIPLES OF FORESTRY
NARE 213,"PRINCIPLES OF RANGE MANAGEMENT STREAMS:BSC NARE, WIEM"
NARE 214,MINEROLOGY AND MINERAL EXPLOITATION STREAMS: BSC (NARE) Y4S2
NARE 221,NATURAL RESOURCE ECOLOGY STREAMS: BSc. NARE & WIEM (Y2S2)
NARE 222,DENDROLOGY AND PLANT TAXONOMY STREAMS: BSc (ECOTOURISM) Y1S2
NARE 322,RENEWABLE AND NON RENEWABLE ENERGY
NARE 324,AQUATIC ECOLOGY
NARE 325,RANGE PLANT ECOPHYSIOLOGY
NARE 326,MINERALOGY AND MINERAL EXPLOITATION
NARE 331,PHYSICAL AND APPLIED CLIMATOLOGY STREAMS: BSC
NARE 341,FIRE CONTROL AND USE
NARE 342,NATURAL RESOURCE USE CONFLICT AND MANAGEMENT
NARE 351,WATERSHED MANAGEMENT
NARE 352,REMOTE SENSING STREAMS: MSC (NARE) Y3S2
NARE 371,RESEARCH METHODLOLOGY
NARE 421,RANGE PLANT ECOPHYSIOLOGY
NARE 427,ECOTOURISM
NARE 440,SILVICULTURE
NARE 444,FOREST MANAGEMENT STREAMS: BSC (NARE) Y4S2
NARE 445,MANAGEMENT OF AQUATIC ECOSYSTEMS
NARE 446,MANAGEMENT OF AQUATIC ECOSYSTEMS
NARE 450,AGROFORESTRY
NARE 451,AGROFORESTRY
NARE 453,AGROFORESTRY
NARE 456,ECOLOGICAL SURVEYS AND TECHNIQUES
NARE 457,DRYLANDS REHABILITATION STREAMS: BSC (NARE) Y4S2
NARE 461,"RESOURCE PLANNING, MONITORING AND EVALUATION"
NARE 481,NATURAL RESOURCE POLICY AND LAW STREAMS: ENSC Y2S2
NARE 831,WETLAND ECOLOGY
NARE 836,OCEANOGRAPHY
NARE 841,CLIMATE CHANGE AND ECOLOGICAL PROCESSES
NARE 881,CLIMATE CHANGE AND ECOLOGICAL PROCESSES
NUCC 841,INTRODUCTION TO CRITICAL CARE NURSING
NUCC 842,RESPIRATORY AND THORACIC CRITICAL CARE NURSING
NUCC 843,GASTROENTEROLOGY CRITICAL CARE NURSING
NUCC 844,ENDOCRINOLOGY CRITICAL CARE NURSING
NUCC 845,CARDIOVASCULAR CRITICAL CARE NURSING
NUCC 846,NEPHRO-UROLOGY CRITICAL CARE NURSING
NUCC 847,NEUROLOGY AND NEUROSURGICAL CRITICAL CARE NURSING
NUCC 848,EMERGENCY CONDITIONS IN CRITICAL CARE NURSING
NUCH 802,"PROGRAM PLANNING, ADMINISTRATION AND EVALUATION."
NUCH 811,EPIDEMIOLOGY
NUCH 827,ADVANCED COMMUNITY HEALTH ASSESSMENT
NUCH 828,CURRENT AND EMERGING ISSUES IN ADVANCED COMMUNITY HEALTH PRACTICE
NUCH 829,ADVANCED HEALTH PROMOTION ACROSS DIVERSE CULTURES STREAMS: MSc (NURSING)
NUCH 841,PRINCIPLES OF COMMUNTY HEALTH NURSING
NUCH 843,CURRENT AND EMERGING ISSUES IN ADVANCED COMMUNITY HEALTH PRACTICE
NUED 811,BIOSTATISTICS
NUED 812,THE PHILOSOPHY & THEORY OF NUSING
NUED 813,RESEARCH METHODOLOGY I
NUED 814,EVIDENCE-BASED PRACTICE
NUED 815,PRINCIPLES OF TEACHING AND LEARNING
NUED 816,RESEARCH METHODOLOGY II
NULM 811,HEALTH CARE ETHICS AND LAW
NULM 812,LEADERSHIP AND MANAGEMENT IN NURSING
NULM 841,HEALTH SYSTEMS AND SERVICE MANAGEMENT
NULM 842,HEALTH POLICY AND PLANNING
NULM 843,HUMAN RESOURCE MANAGEMENT
NULM 844,HEALTH INFORMATION MANAGEMENT
NULM 845,QUALITY MANAGEMENT SYSTEMS
NULM 846,HEALTH CARE PROJECT MANAGEMENT
NULM 847,HEALTH CARE ECONOMICS AND FINANCIAL MANAGEMENT
NUMS 811,BIOSTATISTICS
NUMS 821,ADVANCED PATHOPHYSIOLOGY 1
NUMS 822,ADVANCED HEALTH ASSESSMENT
NUMS 823,ADVANCED PHARMACOLOGY I
NUMS 824,CONCEPTS OF ADVANCED NURSING PRACTICE STREAMS: MSC NURSING
NUMS 825,ADVANCED PATHOPHYSIOLOGY II STREAMS: MSC NURSING (Y1T3)
NUMS 826,ADVANCED PHARMACOLOGY II STREAMS: MSC NURS
NUMS 841,GASTROENTEROLOGY NURSING
NUMS 842,EDNOCRINOLOGY NURSING
NUMS 843,CARDIOVASCULAR AND THORACIC NURSING
NUMS 844,NEPHRO-UROLOGY NURSING
NUMS 845,HEMATOLOGICAL NURSING (MEDICAL SURGICAL)
NUMS 846,NEUROLOGY AND NEUROSURGICAL NURSING
NUMS 847,ORTHOPEDIC NURSING STREAMS: MSC NURSING (Y2T3)
NUMS 848,DERMATOLOGY NURSING
NUMW 842,ANTENATAL CARE
NUMW 843,ADVANCED MIDWIFERY II LABOUR AND BIRTH CARE AND  PRACTICUM
NUMW 844,ADVANCED MIDWIFERY III: POSTPARTUM NURSING AND   PRACTICUM
NUOP 841,INTRODUCTION TO ONCOLOGY NURSING
NUOP 842,PRINCIPLES AND PHILOSOPHY OF PALLIATIVE CARE
NUOP 843,PSYCHOSOCIAL ISSUES IN CANCER CARE
NUOP 844,NUOP 844; PAIN AND SYMPTOM MANAGEMENT.
NUOP 845,CONTROL AND MANAGEMENT OF SIDE EFFECTS OF DISEASE AND  TREATMENT
NUOP 846,MANAGEMENT OF PALLIATIVE CARE HEALTH SERVICES
NUOP 850,COMPLEMENTARY MEDICINE IN CANCER MANAGEMENT
NUPU 112,HUMAN PHYSIOLOGY
NURS 111,HUMAN ANATOMY I STREAMS: BSc. NURSING (Y1S1)
NURS 112,HUMAN ANATOMY II STREAMS: BSC NURSING
NURS 113,MEDICAL PHYSIOLOGY I STREAMS: BSc. NURSING (Y1S1)
NURS 114,MEDICAL PHYSIOLOGY II STREAMS: BSC NURSING Y1S1
NURS 115,HUMAN ANATOMY II STREAMS: BSC NURSING Y1T1
NURS 116,MEDICAL BIOCHEMISTRY II
NURS 117,MEDICAL PHYSIOLOGY III
NURS 118,MEDICAL PHYSIOLOGY IV
NURS 121,NUTRITION AND DIETETICS
NURS 131,MEDICAL SOCIOLOGY AND ANTHROPOLOGY
NURS 132,COMMUNICATION AND COUNSELLING IN NURSING STREAMS: BSC N Y1S1
NURS 133,NURS 133A: HUMAN PSYCHOLOGY NURS 133B: INTRODUCTION TO PSYCHOLOGY
NURS 151,NURS 151/NURU 115: MEDICAL BIOCHEMISTRY I
NURS 152,MEDICAL BIOCHEMISTRY II STREAMS: BSC (NURS)
NURS 171,INTRODUCTION TO COMMUNITY HEALTH NURSING
NURS 172,INTRODUCTION TO COMMUNITY HEALTH NURSING STREAMS: BSC. NURSING
NURS 181,INTRODUCTION TO MIDWIFERY STREAMS: BSCN YEAR 1 SEM 2
NURS 182,MIDWIFERY II STREAMS: BSc. NURSING (Y1S2)
NURS 191,FUNDAMENTALS OF NURSING PRACTICE 1
NURS 192,INTRODUCTION TO HEALTH ASSESSMENT STREAMS: BSC NURSING Y1S2
NURS 217,B: CLINICAL PHARMACOLOGY
NURS 218,/ NURU 123: CLINICAL CHEMISTRY
NURS 219,CLINICAL PHARMACOLOGY II.
NURS 221,INTRODUCTION TO MEDICAL MICROBIOLOGY AND PARASITOLOGY STREAMS: BSC. NURSING
NURS 222,CLINICAL BACTERIOLOGY
NURS 223,HUMAN PATHOLOGY I STREAMS: BSC NURSING (Y2T1)
NURS 224,HUMAN PATHOLOGY II STREAMS:BSC N Y2T1
NURS 225,HUMAN PATHOPHYSIOLOGY
NURS 226,NURS 226/NURU 125: IMMUNOLOGY
NURS 227,COURSE CODE: NURS 227 / NURU 122: MEDICAL PARASITOLOGY
NURS 253,INTRODUCTION TO PHARMACOLOGY STREAMS: BSc. NURSING (Y2S1)
NURS 254,ANTI-INFECTIVES STREAMS: BSC NURSING Y2S1
NURS 255,HAEMATOLOGY STREAMS: BSC (NURSING) Y2S1
NURS 261,NURS 261/ NURU 161: MEDICAL-SURGICAL NURSING I STREAMS: BSC NURSING
NURS 262,MEDICAL SURGICAL NURSING II
NURS 263,PEDIATRIC AND CHILDHEALTH NURSING.
NURS 272,NURS 272/NURU 272: COMMUNITY HEALTH NURSING
NURS 273,COMMUNITY HEALTH NURSING II
NURS 275,COMMUNITY HEALTH NURSING II (ENVIRONMENTAL AND OCCUPATIONAL HEALTH NURSING) STREAMS: BSC NURSING Y2S2
NURS 277,COMMUNICABLE AND VECTOR-BORNE DISEASES STREAMS: BSC NURSING
NURS 279,PRIMARY HEALTHCARE STREAMS: HNDS Y2S1
NURS 282,NURS 282– MIDWIFERY NURSING II
NURS 283,MIDWIFERY III (LABOUR AND DELIVERY) STREAMS: Y1S2
NURS 284,ABNORMAL LABOUR AND OBSTETRIC EMERGENCIES STREAMS: BSC NURSING Y2S1
NURS 328,NURS 328/ NURU 346: MENTAL HEALTH & PSYCHIATRIC NURSING
NURS 334,EDUCATION PSYCHOLOGY IN NURSING EXAMINATION
NURS 335,GENDER AND HEALTH
NURS 344,PALLIATIVE AND GERIATRIC NURSING
NURS 351,SEXUAL AND REPRODUCTIVE HEALTH
NURS 352,FAMILY PLANNING
NURS 353,GENDER AND HEALTH
NURS 364,MEDICAL-SURGICAL NURSING III
NURS 365,MEDICAL-SURGICAL NURSING III STREAMS: BSC (Y1S1)
NURS 366,MEDICAL-SURGICAL NURSING IV EXAM STREAMS: BSC (NURS) Y3S1
NURS 373,COMMUNITY HEALTH NURSING III (EPIDEMIOLOGY AND  DEMOGRAPHY)
NURS 374,– COMMUNITY HEALTH NURSING IV (ENVIRONMENTAL AND OCCUPATIONAL HEALTH)
NURS 375,NURS 375– COMMUNITY HEALTH NURSING V (COMMUNICABLE AND VECTOR   BORNE DISEASES)
NURS 376,LEADERSHIP AND MANAGEMENT IN NURSING
NURS 393,MENTAL HEALTH AND PSYCHIATRIC NURSING I STREAMS: BSc. NURSING
NURS 394,BIOSTATISTICS STREAMS: BSC (NURSING) Y3S1
NURS 435,CURRICULUM AND INSTRUCTION IN NURSING
NURS 441,MEDICAL SURGICAL NURSING SPECIALITIES I                    (OPHTHALMIC NURSING)
NURS 442,"MEDICAL SURGICAL SPECIALITIES II (EAR, NOSE AND THROAT NURSING)"
NURS 443,MEDICAL-SURGICAL SPECIALTIES IN NURSING III (TRAUMA AND EMERGENCY NURSING)
NURS 444,MEDICAL SURGICAL SPECIALITIES IV (ONCOLOGY NURSING)
NURS 445,MEDICAL SURGICAL SPECIALITIES V (DERMATOLOGY)
NURS 446,PERI-OPERATIVE NURSING
NURS 447,GERIATRIC NURSING AND FORENSIC NURSING
NURS 448,MEDICAL SURGICAL NURSING SPECIALITIES VIII (PALLIATIVE                    CARE NURSING)
NURS 449,MEDICAL-SURGICAL SPECIALTIES IX (NEPHROLOGY AND                    CRITICAL CARE NURSING)
NURS 454,NURS 454– GYNAECOLOGICAL NURSING
NURS 911,ADVANCED BIOSTATISTICS
NURS 912,PHILOSOPHY AND THEORIES
NURS 913,ADVANCED RESEARCH METHODS 1
NURS 914,EVIDENCE BASED NURSING PRACTICE AND KNOWLEDGE   MANAGEMENT
NURS 915,Ethics and Law in Nursing Exam
NURS 921,SEMINARS AND PROPOSAL WRITING
NURU 111,HUMAN ANATOMY I
NURU 112,HUMAN ANATOMY II
NURU 113,MEDICAL – PHYSIOLOGY I
NURU 114,MEDICAL PHYSIOLOGY II
NURU 115,MEDICAL BIOCHEMISTRY 1
NURU 116,HUMAN ANATOMY III
NURU 117,MEDICAL PHYSIOLOGICAL III
NURU 118,MEDICAL PHYSIOLOGY IV
NURU 119,NURU 119/ NURS 116: BIOCHEMISTRY II
NURU 121,MEDICAL MICROBIOLOGY I
NURU 122,NURU 122/ NURU 178/ NURS 227: MEDICAL PARASITOLOGY
NURU 123,CLINICAL CHEMISTRY STREAMS: BSC NURS UPGRADING Y1T3
NURU 124,HEMATOLOGY STREAMS:BSC NURS Y1T3
NURU 125,IMMUNOLOGY STREAMS: BSC N UPGRADING Y1S3
NURU 126,PHARMACOLOGY II STREAMS: BSC NURS UPGRADING
NURU 127,MEDICAL MICROBIOLOGY II STREAMS: BSC N Y1T3
NURU 131,PSYCHOLOGY AND COUNSELING
NURU 132,MEDICAL SOCIOLOGY AND ANTROPOLOGY STREAMS: BSC NURS UPGRADING Y1T3
NURU 161,MEDICAL-SURGICAL NURSING I
NURU 178,MEDICAL PARASITOLOGY
NURU 191,FUNDAMENTALS OF NURSING PRACTICE 1
NURU 192,HEALTH ASSESSMENT
NURU 219,PHARMACOLOGY II
NURU 227,HUMAN PATHOLOGY
NURU 228,CLINICAL PHARMACOLOGY II
NURU 229,HUMAN PATHOLOGY
NURU 241,"TRAUMA, EMERGENCY AND PERI- OPERATIVE CARE NURSING STREAMS: BSc NURS Y4S1"
NURU 261,MEDICAL-SURGICAL NURSING I
NURU 262,MEDICAL-SURGICAL NURSING II
NURU 263,PEDIATRIC AND CHILD HEALTH NURSING 1.
NURU 264,PEDIATRIC AND CHILDHEALTH NURSING II
NURU 265,MEDICAL-SURGICAL NURSING III
NURU 271,INTRODUCTION TO COMMUNITY HEALTH NURSING
NURU 272,COMMUNITY HEALTH NURSING I
NURU 273,INTRODUCTION TO COMMUNITY HEALTH NURSING
NURU 274,COMMUNITY HEALTH NURSING I.
NURU 275,ENVIRONMENTAL AND OCCUPATION HEALTH / COMMUNITY HEALTH.
NURU 276,EPIDEMIOLOGY AND DEMOGRAPHY STREAMS: BSC. NURSING (UPGRADING)
NURU 277,COMMUNICABLE AND VECTOR-BORNE DISEASES
NURU 281,MIDWIFERY 1
NURU 282,NURU 282/NURS 282: MIDWIFERY II (LABOR AND DELIVERY)
NURU 283,MIDWIFERY NURSING III STREAMS: BSc. NURSING (UPGRADING) (Y2S3)
NURU 293,RESEARCH METHODOLOGY IN NURSING
NURU 331,EDUCATION PSYCHOLOGY
NURU 332,CURRICULUM AND INSTRUCTION
NURU 333,EDUCATION PSYCHOLOGY EXAMINATION.
NURU 334,NURU 334/NURS 435: CURRICULUM AND INSTRUCTION IN NURSING
NURU 342,RENAL AND CRITICAL CARE NURSING
NURU 343,ENT AND OPHTHALMOLOGY NURSING
NURU 344,GERIATRIC AND PALLIATIVE CARE NURSING
NURU 345,MENTAL HEALTH AND PSYCHIATRIC NURSING I
NURU 346,MENTAL HEALTH AND PSYCHIATRIC NURSING II
NURU 351,GENDER AND HEALTH
NURU 364,MEDICAL SURGICAL NURSING III
NURU 377,MENTAL HEALTH AND PSYCHIATRIC NURSING II
NURU 384,SEXUAL REPRODUCTIVE HEALTH
NURU 385,GYNAECOLOGICAL NURSING
NURU 395,LEADERSHIP AND MANAGEMENT IN NURSING I
NURU 396,LEADERSHIP AND MANAGEMENT IN NURSING II
NURU 397,LEADERSHIP AND MANAGEMENT IN NURSING II
NUWM 841,WOMEN’S HEALTH AND GYNAECOLOGICAL CONDITIONS
NUWM 844,ADVANCED MIDWIFERY III: POSTPARTUM NURSING AND PRACTICUM
PAHE 121,PAHE 121/PECI 111: FAMILY AND COMMUNITY EDUCATION
PCOM 0181,COMPUTER LITERACY AND USE IN EDUCATION
PCOS 0131,PCOS 0131/ 0111: COMMUNICATION SKILLS
PCTI 0165,INTRODUCTION TO HUMAN ECOLOGY
PCTI 131,INTRODUCTION TO HUMAN ECOLOGY
PCTI 311,CREATIVE ARTS AND CRAFTS
PCTI 431,PRACTICAL THINKING SKILLS
PEAP 0221,ENREPRENEURSHIP EDUCATION AND DEVELOPMENT
PEAP 0222,LAW IN EDUCATION STREAMS: PT
PEAP 311,LEADERSHIP AND MANAGEMENT OF EDUCATION
PEAP 321,LEADERSHIP AND MANAGEMENT IN EDUCATION
PEAP 411,ENVIRONMENTAL EDUCAITON
PEAP 413,ENTREPRENEURSHIP EDUCATION AND DEVELOPMENT
PEAP 421,"EDUCATIONAL RESOURCE MANAGEMENT, CONTROL AND  MAINTENANCE"
PEAP 431,EDUCATION ECONOMICS AND FINANCE
PECI 0111,PECI 0111/PAHE 0161: FAMILY & COMMUNITY EDUCATION
PECI 0112,INTRODUCTION TO SCIENCE AND AGRICULTURE
PECI 0121,INTRODUCTION TO BASIC MATHEMATICAL CONCEPTS STREAMS: DIP(P) L1B1
PECI 0122,INTRODUCTION TO SCIENCE AND AGRICULTURE
PECI 0123,INTRODUCTION TO SOCIAL STUDIES
PECI 0124,LANGUAGE EDUCATION
PECI 0125,PRINCIPLES AND THEORIES OF CURRICULU DEVELOPMENT
PECI 0218,SOCIAL STUDIES SUBJECTS METHODS
PECI 0221,GENERAL METHOD AND PRINCIPLES OF TEACHING
PECI 0224,EDUCATIONAL COMMUNICATION AND TECHNOLOGY
PECI 0225,HEALTH AND PHYSICAL EDUCATION
PECI 0227,ENGLISH LANGUAGE SUBJECT METHODS
PECI 0228,MBINU ZA KUFUNDISHIA KISWAHILI
PECI 111,FAMILY AND COMMUNITY EDUCATION
PECI 112,INTRODUCTION TO SCIENCE AND AGRICULTRURE
PECI 121,INTRODUCTION TO BASIC MATHEMATICAL CONCEPTS
PECI 122,INTRODUCTION TO SCIENCE AND AGRICULTURE
PECI 123,INTRODUCTION TO SCHOOL STUDIES
PECI 124,LANGUAGE EDUCATION
PECI 131,LANGUAGE EDUCATION
PECI 211,PRINCIPLES AND THEORIES OF CURRICULUM DEVELOPMENT
PECI 221,GENERAL METHODS AND EVALUATION STREAMS:PT
PECI 231,GENERAL METHODS AND PRINCIPLES OF TEACHING
PECI 311,EDUCATIONAL COMMUNICATION AND TECHNOLOGY
PECI 312,HEALTH AND PHYSICAL EDUCATION
PECI 323,SOCIAL STUDIES SUBJECT METHODS
PECI 331,MANAGEMENT OF LEARNING RESOURCES
PECI 333,SOCIAL STUDIES SUBJECT METHODS
PECI 411,MANAGEMENT OF LEARNING RESOURCES
PECO 0262,ENTREPRENEURSHIP DEVELOPMENT
PECO 231,ENTREPRENEURSHIP DEVELOPMENT
PECO 331,TRADE
PECO 431,ECONOMIC ACCOUNTING
PEDF 0111,HISTORICAL AND CONTEMPORARY DEVELOPMENT IN EDUCATION
PEDF 0221,COMPARATIVE AND INTERNATIONAL EDUCATION
PEDF 0232,COMPARATIVE AND INTERNATIONAL EDUCATION
PEDF 112,SOCIOLOGY OF EDUCATION
PEDF 121,HISTORICAL FOUNDATIONS OF EDUCATION
PEDF 131,PEDF 131/211: PHILOSOPHY OF EDUCATION
PEDF 211,PHILOSOPHY OF EDUCATION
PEDF 412,LAW IN EDUCATION
PEDF 421,COMPARATIVE AND INTERNATIONAL EDUCATION
PEPS 0111,INTRODUCTION TO GENERAL PSYCHOLOGY
PEPS 0121,PEPS 0121/0133: CHILD GROWTH AND DEVELOPMENT
PEPS 0131,INTRODUCTION TO PSYCHOLOGY
PEPS 0221,PSYCHOLOGY OF LEARNING
PEPS 0231,PSYCHOLOGY OF LEARNING
PEPS 0232,PSYCHOLOGY OF LEARNING
PEPS 111,INTRODUCTION TO PSYCHOLOGY STREAMS
PEPS 121,CHILD GROWTH AND DEVELOPMENT
PEPS 132,CHILD GROWTH AND DEVELOPMENT
PEPS 212,MEASUREMENT AND EVALUATION
PEPS 221,PEPS 221/EPSC 223: PSYCHOLOGY OF LEARNING
PEPS 222,RESEARCH METHODS IN EDUCATION
PEPS 321,LEARNERS WITH SPECIAL EDUCATIONAL NEEDS
PEPS 332,LEARNERS WITH SPECIAL EDUCATIONAL NEEDS
PEPS 432,PERSONALITY DEVELOPMENT AND BEHAVIOUR MANAGEMENT
PGDE 707,EDUCATIONAL ADMINSTRATION
PGDE 710,EDUCATIONAL COMMUNICATION AND TECHNOLOGY 1
PGDE 711,HISTORY AND THEORY OF EDUCATION
PGDE 712,SOCIOLOGY OF EDUCATION AND COMPARITIVE EDUCATION
PGDE 713,PHILOSOPHY OF EDUCATION
PGDE 721,PEDALOGY
PGDE 722,EDCUCATIONAL COMMUNICATION AND TECHNOLOGY I STREAMS: PGDE PART TIME
PGDE 723,FUNDAMENTALS OF CURRICULUM DEVELOPMENT
PGDE 724,TEACHER EDUCATION
PGDE 725,EDUCATIONAL COMMUNICATION AND TECHNOLOGY II
PGDE 731,EDUCATIONAL ADMINISTRATION AND MANAGEMENT
PGDE 732,LEGAL AND POLICY ISSUES IN EDUCATION
PGDE 733,PLANNING AND ECONOMICS OF EDUCATION STREAMS: PGDE PART TIM
PGDE 741,PGDE 741/701: EDUCATIONAL PSYCHOLOGY
PGDE 742,STATISTICAL METHODS IN EDUCATION STREAMS: PGDE PART
PGDE 743,RESEARCH METHODS IN EDUCATION
PGDE 744,MEASUREMENT AND EVALUATION
PGDE 751,METHODS OF TEACHING MATHEMATICS
PGDE 752,METHODS OF TEACHING PHYSICS
PGDE 753,CHEMISTRY SUBJECT METHODS STREAMS: PGDE PART TIME
PGDE 754,METHODS OF TEACHING BIOLOGY
PGDE 755,METHODS OF TEACHING AGRICULTURE
PGDE 761,GEOGRAPHY SUBJECT METHODS
PGDE 762,HISTORY AND GOVERNMENT SUBJECT METHODS
PGDE 763,RELIGIOUS EDUCATION SUBJECT METHODS STREAMS: PGDE PART TIME
PGDE 764,MBINU ZA KUFUNDISHA KISWAHILI
PGDE 765,METHODS OF TEACHING ENGLISH LANGUAGE
PGDE 766,BUSINESS STUDIES SUBJECT METHODS
PGDE 767,LITERATURE IN ENGLISH SUBJECT METHODS
PGDE 768,METHODS OF TEACHING COMPUTER STUDIES
PGEO 0162,HUMAN POPULATION
